genome	region	locus_tag	pfam_domain	tigrfam_domain
HpGP-SGP-004	region001	HpGP-SGP-004_00925,HpGP-SGP-004_00926,HpGP-SGP-004_00927,HpGP-SGP-004_00928,HpGP-SGP-004_00929,HpGP-SGP-004_00930,HpGP-SGP-004_00931,HpGP-SGP-004_00932,HpGP-SGP-004_00933,HpGP-SGP-004_00934,HpGP-SGP-004_00935,HpGP-SGP-004_00936,HpGP-SGP-004_00937,HpGP-SGP-004_00938,HpGP-SGP-004_00939,HpGP-SGP-004_00940,HpGP-SGP-004_00941	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-005	region001	HpGP-SGP-005_00959,HpGP-SGP-005_00960,HpGP-SGP-005_00961,HpGP-SGP-005_00962,HpGP-SGP-005_00963,HpGP-SGP-005_00964,HpGP-SGP-005_00965,HpGP-SGP-005_00966,HpGP-SGP-005_00967,HpGP-SGP-005_00968,HpGP-SGP-005_00969,HpGP-SGP-005_00970,HpGP-SGP-005_00971,HpGP-SGP-005_00972,HpGP-SGP-005_00973,HpGP-SGP-005_00974,HpGP-SGP-005_00975	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-006	region001	HpGP-SGP-006_00946,HpGP-SGP-006_00947,HpGP-SGP-006_00948,HpGP-SGP-006_00949,HpGP-SGP-006_00950,HpGP-SGP-006_00951,HpGP-SGP-006_00952,HpGP-SGP-006_00953,HpGP-SGP-006_00954,HpGP-SGP-006_00955,HpGP-SGP-006_00956,HpGP-SGP-006_00957,HpGP-SGP-006_00958,HpGP-SGP-006_00959,HpGP-SGP-006_00960,HpGP-SGP-006_00961	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-007	region001	HpGP-SGP-007_00429,HpGP-SGP-007_00430,HpGP-SGP-007_00431,HpGP-SGP-007_00432,HpGP-SGP-007_00433,HpGP-SGP-007_00434,HpGP-SGP-007_00435,HpGP-SGP-007_00436,HpGP-SGP-007_00437,HpGP-SGP-007_00438,HpGP-SGP-007_00439,HpGP-SGP-007_00440,HpGP-SGP-007_00441,HpGP-SGP-007_00442,HpGP-SGP-007_00443,HpGP-SGP-007_00444,HpGP-SGP-007_00445,HpGP-SGP-007_00446	PF00528.25,PF03235.17,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-SGP-008	region001	HpGP-SGP-008_00930,HpGP-SGP-008_00931,HpGP-SGP-008_00932,HpGP-SGP-008_00933,HpGP-SGP-008_00934,HpGP-SGP-008_00935,HpGP-SGP-008_00936,HpGP-SGP-008_00937,HpGP-SGP-008_00938,HpGP-SGP-008_00939,HpGP-SGP-008_00940,HpGP-SGP-008_00941,HpGP-SGP-008_00942,HpGP-SGP-008_00943,HpGP-SGP-008_00944,HpGP-SGP-008_00945,HpGP-SGP-008_00946	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-009	region001	HpGP-SGP-009_00960,HpGP-SGP-009_00961,HpGP-SGP-009_00962,HpGP-SGP-009_00963,HpGP-SGP-009_00964,HpGP-SGP-009_00965,HpGP-SGP-009_00966,HpGP-SGP-009_00967,HpGP-SGP-009_00968,HpGP-SGP-009_00969,HpGP-SGP-009_00970,HpGP-SGP-009_00971,HpGP-SGP-009_00972,HpGP-SGP-009_00973,HpGP-SGP-009_00974,HpGP-SGP-009_00975,HpGP-SGP-009_00976	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-012	region001	HpGP-SGP-012_00904,HpGP-SGP-012_00905,HpGP-SGP-012_00906,HpGP-SGP-012_00907,HpGP-SGP-012_00908,HpGP-SGP-012_00909,HpGP-SGP-012_00910,HpGP-SGP-012_00911,HpGP-SGP-012_00912,HpGP-SGP-012_00913,HpGP-SGP-012_00914,HpGP-SGP-012_00915,HpGP-SGP-012_00916,HpGP-SGP-012_00917,HpGP-SGP-012_00918,HpGP-SGP-012_00919	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-013	region001	HpGP-SGP-013_00896,HpGP-SGP-013_00897,HpGP-SGP-013_00898,HpGP-SGP-013_00899,HpGP-SGP-013_00900,HpGP-SGP-013_00901,HpGP-SGP-013_00902,HpGP-SGP-013_00903,HpGP-SGP-013_00904,HpGP-SGP-013_00905,HpGP-SGP-013_00906,HpGP-SGP-013_00907,HpGP-SGP-013_00908,HpGP-SGP-013_00909,HpGP-SGP-013_00910,HpGP-SGP-013_00911	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-014	region001	HpGP-SGP-014_00914,HpGP-SGP-014_00915,HpGP-SGP-014_00916,HpGP-SGP-014_00917,HpGP-SGP-014_00918,HpGP-SGP-014_00919,HpGP-SGP-014_00920,HpGP-SGP-014_00921,HpGP-SGP-014_00922,HpGP-SGP-014_00923,HpGP-SGP-014_00924,HpGP-SGP-014_00925,HpGP-SGP-014_00926,HpGP-SGP-014_00927,HpGP-SGP-014_00928,HpGP-SGP-014_00929	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-015	region001	HpGP-SGP-015_01040,HpGP-SGP-015_01041,HpGP-SGP-015_01042,HpGP-SGP-015_01043,HpGP-SGP-015_01044,HpGP-SGP-015_01045,HpGP-SGP-015_01046,HpGP-SGP-015_01047,HpGP-SGP-015_01048,HpGP-SGP-015_01049,HpGP-SGP-015_01050,HpGP-SGP-015_01051,HpGP-SGP-015_01052,HpGP-SGP-015_01053,HpGP-SGP-015_01054,HpGP-SGP-015_01055,HpGP-SGP-015_01056,HpGP-SGP-015_01057	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-017	region001	HpGP-SGP-017_00595,HpGP-SGP-017_00596,HpGP-SGP-017_00597,HpGP-SGP-017_00598,HpGP-SGP-017_00599,HpGP-SGP-017_00600,HpGP-SGP-017_00601,HpGP-SGP-017_00602,HpGP-SGP-017_00603,HpGP-SGP-017_00604,HpGP-SGP-017_00605,HpGP-SGP-017_00606,HpGP-SGP-017_00607,HpGP-SGP-017_00608,HpGP-SGP-017_00609,HpGP-SGP-017_00610	PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-SGP-017	region002	HpGP-SGP-017_01257,HpGP-SGP-017_01258,HpGP-SGP-017_01259,HpGP-SGP-017_01260,HpGP-SGP-017_01261,HpGP-SGP-017_01262,HpGP-SGP-017_01263,HpGP-SGP-017_01264,HpGP-SGP-017_01265,HpGP-SGP-017_01266,HpGP-SGP-017_01267,HpGP-SGP-017_01268,HpGP-SGP-017_01269,HpGP-SGP-017_01270,HpGP-SGP-017_01271,HpGP-SGP-017_01272,HpGP-SGP-017_01273,HpGP-SGP-017_01274,HpGP-SGP-017_01275,HpGP-SGP-017_01276,HpGP-SGP-017_01277,HpGP-SGP-017_01278,HpGP-SGP-017_01279,HpGP-SGP-017_01280	PF12911.10,PF00528.25,PF00005.30,PF00005.30,PF09624.13,PF01145.28,PF00271.34,PF00270.32,PF02119.19,PF00512.28,PF02518.29,PF00210.27,PF09442.13,PF00348.20,PF00348.20,PF05201.18,PF01488.23,PF00745.23,PF00587.28,PF03129.23,PF01379.23,PF03900.18,PF00034.24,PF08238.15,PF08238.15,PF08238.15,PF03738.17,PF18257.4	TIGR01035,TIGR01035,TIGR00409,TIGR00409,TIGR00212,TIGR00212
HpGP-SGP-018	region001	HpGP-SGP-018_01372,HpGP-SGP-018_01373,HpGP-SGP-018_01374,HpGP-SGP-018_01375,HpGP-SGP-018_01376,HpGP-SGP-018_01377,HpGP-SGP-018_01378,HpGP-SGP-018_01379,HpGP-SGP-018_01380,HpGP-SGP-018_01381,HpGP-SGP-018_01382,HpGP-SGP-018_01383,HpGP-SGP-018_01384,HpGP-SGP-018_01385,HpGP-SGP-018_01386,HpGP-SGP-018_01387,HpGP-SGP-018_01388	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-019	region001	HpGP-SGP-019_00943,HpGP-SGP-019_00944,HpGP-SGP-019_00945,HpGP-SGP-019_00946,HpGP-SGP-019_00947,HpGP-SGP-019_00948,HpGP-SGP-019_00949,HpGP-SGP-019_00950,HpGP-SGP-019_00951,HpGP-SGP-019_00952,HpGP-SGP-019_00953,HpGP-SGP-019_00954,HpGP-SGP-019_00955,HpGP-SGP-019_00956,HpGP-SGP-019_00957,HpGP-SGP-019_00958,HpGP-SGP-019_00959,HpGP-SGP-019_00960,HpGP-SGP-019_00961	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-024	region001	HpGP-SGP-024_00919,HpGP-SGP-024_00920,HpGP-SGP-024_00921,HpGP-SGP-024_00922,HpGP-SGP-024_00923,HpGP-SGP-024_00924,HpGP-SGP-024_00925,HpGP-SGP-024_00926,HpGP-SGP-024_00927,HpGP-SGP-024_00928,HpGP-SGP-024_00929,HpGP-SGP-024_00930,HpGP-SGP-024_00931,HpGP-SGP-024_00932,HpGP-SGP-024_00933,HpGP-SGP-024_00934,HpGP-SGP-024_00935	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-026	region001	HpGP-SGP-026_00346,HpGP-SGP-026_00347,HpGP-SGP-026_00348,HpGP-SGP-026_00349,HpGP-SGP-026_00350,HpGP-SGP-026_00351,HpGP-SGP-026_00352,HpGP-SGP-026_00353,HpGP-SGP-026_00354,HpGP-SGP-026_00355,HpGP-SGP-026_00356,HpGP-SGP-026_00357,HpGP-SGP-026_00358,HpGP-SGP-026_00359,HpGP-SGP-026_00360,HpGP-SGP-026_00361,HpGP-SGP-026_00362	PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-SGP-032	region001	HpGP-SGP-032_00996,HpGP-SGP-032_00997,HpGP-SGP-032_00998,HpGP-SGP-032_00999,HpGP-SGP-032_01000,HpGP-SGP-032_01001,HpGP-SGP-032_01002,HpGP-SGP-032_01003,HpGP-SGP-032_01004,HpGP-SGP-032_01005,HpGP-SGP-032_01006,HpGP-SGP-032_01007,HpGP-SGP-032_01008,HpGP-SGP-032_01009,HpGP-SGP-032_01010,HpGP-SGP-032_01011,HpGP-SGP-032_01012,HpGP-SGP-032_01013	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-033	region001	HpGP-SGP-033_00932,HpGP-SGP-033_00933,HpGP-SGP-033_00934,HpGP-SGP-033_00935,HpGP-SGP-033_00936,HpGP-SGP-033_00937,HpGP-SGP-033_00938,HpGP-SGP-033_00939,HpGP-SGP-033_00940,HpGP-SGP-033_00941,HpGP-SGP-033_00942,HpGP-SGP-033_00943,HpGP-SGP-033_00944,HpGP-SGP-033_00945,HpGP-SGP-033_00946,HpGP-SGP-033_00947,HpGP-SGP-033_00948	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-SGP-036	region001	HpGP-SGP-036_00429,HpGP-SGP-036_00430,HpGP-SGP-036_00431,HpGP-SGP-036_00432,HpGP-SGP-036_00433,HpGP-SGP-036_00434,HpGP-SGP-036_00435,HpGP-SGP-036_00436,HpGP-SGP-036_00437,HpGP-SGP-036_00438,HpGP-SGP-036_00439,HpGP-SGP-036_00440,HpGP-SGP-036_00441,HpGP-SGP-036_00442,HpGP-SGP-036_00443,HpGP-SGP-036_00444	PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-SGP-038	region001	HpGP-SGP-038_00514,HpGP-SGP-038_00515,HpGP-SGP-038_00516,HpGP-SGP-038_00517,HpGP-SGP-038_00518,HpGP-SGP-038_00519,HpGP-SGP-038_00520,HpGP-SGP-038_00521,HpGP-SGP-038_00522,HpGP-SGP-038_00523,HpGP-SGP-038_00524,HpGP-SGP-038_00525,HpGP-SGP-038_00526,HpGP-SGP-038_00527,HpGP-SGP-038_00528,HpGP-SGP-038_00529	PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-SPA-001	region001	HpGP-SPA-001_00867,HpGP-SPA-001_00868,HpGP-SPA-001_00869,HpGP-SPA-001_00870,HpGP-SPA-001_00871,HpGP-SPA-001_00872,HpGP-SPA-001_00873,HpGP-SPA-001_00874,HpGP-SPA-001_00875,HpGP-SPA-001_00876,HpGP-SPA-001_00877,HpGP-SPA-001_00878,HpGP-SPA-001_00879,HpGP-SPA-001_00880,HpGP-SPA-001_00881,HpGP-SPA-001_00882,HpGP-SPA-001_00883,HpGP-SPA-001_00884	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-SPA-002	region001	HpGP-SPA-002_00868,HpGP-SPA-002_00869,HpGP-SPA-002_00870,HpGP-SPA-002_00871,HpGP-SPA-002_00872,HpGP-SPA-002_00873,HpGP-SPA-002_00874,HpGP-SPA-002_00875,HpGP-SPA-002_00876,HpGP-SPA-002_00877,HpGP-SPA-002_00878,HpGP-SPA-002_00879,HpGP-SPA-002_00880,HpGP-SPA-002_00881,HpGP-SPA-002_00882,HpGP-SPA-002_00883,HpGP-SPA-002_00884,HpGP-SPA-002_00885	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-SPA-003	region001	HpGP-SPA-003_00874,HpGP-SPA-003_00875,HpGP-SPA-003_00876,HpGP-SPA-003_00877,HpGP-SPA-003_00878,HpGP-SPA-003_00879,HpGP-SPA-003_00880,HpGP-SPA-003_00881,HpGP-SPA-003_00882,HpGP-SPA-003_00883,HpGP-SPA-003_00884,HpGP-SPA-003_00885,HpGP-SPA-003_00886,HpGP-SPA-003_00887,HpGP-SPA-003_00888,HpGP-SPA-003_00889,HpGP-SPA-003_00890,HpGP-SPA-003_00891,HpGP-SPA-003_00892,HpGP-SPA-003_00893	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07282.14,PF01385.22,PF01797.19,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-SPA-004	region001	HpGP-SPA-004_00905,HpGP-SPA-004_00906,HpGP-SPA-004_00907,HpGP-SPA-004_00908,HpGP-SPA-004_00909,HpGP-SPA-004_00910,HpGP-SPA-004_00911,HpGP-SPA-004_00912,HpGP-SPA-004_00913,HpGP-SPA-004_00914,HpGP-SPA-004_00915,HpGP-SPA-004_00916,HpGP-SPA-004_00917,HpGP-SPA-004_00918,HpGP-SPA-004_00919,HpGP-SPA-004_00920,HpGP-SPA-004_00921,HpGP-SPA-004_00922	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-SPA-005	region001	HpGP-SPA-005_00634,HpGP-SPA-005_00635,HpGP-SPA-005_00636,HpGP-SPA-005_00637,HpGP-SPA-005_00638,HpGP-SPA-005_00639,HpGP-SPA-005_00640,HpGP-SPA-005_00641,HpGP-SPA-005_00642,HpGP-SPA-005_00643,HpGP-SPA-005_00644,HpGP-SPA-005_00645,HpGP-SPA-005_00646,HpGP-SPA-005_00647,HpGP-SPA-005_00648,HpGP-SPA-005_00649,HpGP-SPA-005_00650	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-SPA-006	region001	HpGP-SPA-006_00879,HpGP-SPA-006_00880,HpGP-SPA-006_00881,HpGP-SPA-006_00882,HpGP-SPA-006_00883,HpGP-SPA-006_00884,HpGP-SPA-006_00885,HpGP-SPA-006_00886,HpGP-SPA-006_00887,HpGP-SPA-006_00888,HpGP-SPA-006_00889,HpGP-SPA-006_00890,HpGP-SPA-006_00891,HpGP-SPA-006_00892,HpGP-SPA-006_00893,HpGP-SPA-006_00894,HpGP-SPA-006_00895,HpGP-SPA-006_00896	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-SPA-007	region001	HpGP-SPA-007_00900,HpGP-SPA-007_00901,HpGP-SPA-007_00902,HpGP-SPA-007_00903,HpGP-SPA-007_00904,HpGP-SPA-007_00905,HpGP-SPA-007_00906,HpGP-SPA-007_00907,HpGP-SPA-007_00908,HpGP-SPA-007_00909,HpGP-SPA-007_00910,HpGP-SPA-007_00911,HpGP-SPA-007_00912,HpGP-SPA-007_00913,HpGP-SPA-007_00914,HpGP-SPA-007_00915,HpGP-SPA-007_00916,HpGP-SPA-007_00917,HpGP-SPA-007_00918	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-SPA-008	region001	HpGP-SPA-008_00928,HpGP-SPA-008_00929,HpGP-SPA-008_00930,HpGP-SPA-008_00931,HpGP-SPA-008_00932,HpGP-SPA-008_00933,HpGP-SPA-008_00934,HpGP-SPA-008_00935,HpGP-SPA-008_00936,HpGP-SPA-008_00937,HpGP-SPA-008_00938,HpGP-SPA-008_00939,HpGP-SPA-008_00940,HpGP-SPA-008_00941,HpGP-SPA-008_00942,HpGP-SPA-008_00943,HpGP-SPA-008_00944,HpGP-SPA-008_00945,HpGP-SPA-008_00946	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-SPA-009	region001	HpGP-SPA-009_00886,HpGP-SPA-009_00887,HpGP-SPA-009_00888,HpGP-SPA-009_00889,HpGP-SPA-009_00890,HpGP-SPA-009_00891,HpGP-SPA-009_00892,HpGP-SPA-009_00893,HpGP-SPA-009_00894,HpGP-SPA-009_00895,HpGP-SPA-009_00896,HpGP-SPA-009_00897,HpGP-SPA-009_00898,HpGP-SPA-009_00899,HpGP-SPA-009_00900,HpGP-SPA-009_00901,HpGP-SPA-009_00902,HpGP-SPA-009_00903	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
