genome	region	orig_start	orig_end	region_length_bp	contig_edge	product	rules	category
HpGP-SGP-032	region001	1044855	1065767	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-033	region001	970381	991293	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-036	region001	421134	442046	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-038	region001	514391	535303	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-001	region001	911091	932003	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-002	region001	925800	946712	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-003	region001	916443	937355	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-004	region001	957834	978746	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-005	region001	625781	646693	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-006	region001	920903	941815	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-007	region001	940473	961385	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-008	region001	970099	991011	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-009	region001	947483	968395	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-010	region001	372479	393391	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-011	region001	640634	661546	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-012	region001	951518	972430	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-013	region001	958516	979428	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-014	region001	1000452	1021364	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-015	region001	948128	969040	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-016	region001	420819	441731	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-017	region001	895561	916473	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-018	region001	963912	984824	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-019	region001	1002669	1023581	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-020	region001	243738	264650	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-101	region001	348914	369826	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-102	region001	1064638	1085550	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-103	region001	943952	964864	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-104	region001	969252	990164	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-105	region001	894795	915707	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-107	region001	896943	917855	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-108	region001	949673	970585	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-110	region001	954735	975647	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-111	region001	907963	928875	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-201	region001	888474	909386	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-202	region001	728914	749826	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-203	region001	944682	965594	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-204	region001	997780	1018692	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-205	region001	910789	931701	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-206	region001	933861	954773	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-207	region001	957660	978572	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-209	region001	835798	856710	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-210	region001	914634	935546	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-301	region001	463360	484272	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-302	region001	986622	1007534	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-303	region001	944384	965296	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-304	region001	959901	980813	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-305	region001	483458	504370	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-306	region001	612967	633879	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-307	region001	909466	930378	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-308	region001	653856	674768	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-309	region001	340651	361563	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-310	region001	951303	972215	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-311	region001	951306	972218	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-312	region001	1003065	1023977	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-313	region001	960622	981534	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-314	region001	954435	975347	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-315	region001	945071	965983	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-316	region001	1035012	1055924	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-317	region001	954369	975281	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-318	region001	954586	975498	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-319	region001	1027044	1047956	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-320	region001	1006684	1027596	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-321	region001	974485	995397	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-322	region001	939006	959918	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-323	region001	948179	969091	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-324	region001	893771	914683	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-325	region001	953896	974808	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-401	region001	997924	1018836	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-402	region001	988922	1009834	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-403	region001	959524	980436	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-404	region001	959958	980870	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-405	region001	950171	971083	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-406	region001	915012	935924	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-407	region001	979898	1000810	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-409	region001	965216	986128	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-413	region001	627735	648647	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-414	region001	642510	663422	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-501	region001	937806	958718	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-502	region001	905919	926831	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-503	region001	903442	924354	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-504	region001	946462	967374	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-505	region001	948490	969402	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-506	region001	932602	953514	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-507	region001	982374	1003286	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-508	region001	373516	394428	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-509	region001	969379	990291	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-510	region001	951864	972776	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-601	region001	479474	500386	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-604	region001	964742	985654	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-606	region001	484247	505159	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-607	region001	961817	982729	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-609	region001	946938	967850	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-610	region001	998043	1018955	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-611	region001	997867	1018779	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-701	region001	903945	924857	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-702	region001	374456	395368	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-703	region001	911503	932415	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-704	region001	1232722	1253634	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-705	region001	947189	968101	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-706	region001	927019	947931	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-707	region001	1071869	1092781	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-709	region001	147320	168232	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-710	region001	923206	944118	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-801	region001	295113	316025	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-802	region001	968671	989583	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-804	region001	948742	969654	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-805	region001	372327	393239	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-806	region001	897243	918155	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SPA-807	region001	1014653	1035565	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-001	region001	912659	933571	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-002	region001	195492	216404	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-003	region001	952581	973493	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-004	region001	952549	973461	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-005	region001	979372	1000284	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-006	region001	947463	968375	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-007	region001	942942	963854	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-008	region001	963882	984794	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-010	region001	961498	982410	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-012	region001	975193	996105	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-013	region001	728749	749661	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-014	region001	958367	979267	20900	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-015	region001	652806	673718	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-016	region001	113588	134500	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-017	region001	940254	961166	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-018	region001	948228	969140	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-019	region001	1063275	1084187	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-021	region001	921753	942665	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-022	region001	336704	357616	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-024	region001	950172	971084	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-025	region001	955280	976192	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-026	region001	994601	1015513	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-027	region001	941970	962882	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-028	region001	936885	957797	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-030	region001	967152	988064	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-031	region001	1059496	1080408	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-032	region001	1014593	1035505	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-033	region001	1090953	1111865	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-034	region001	1071364	1092276	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWE-036	region001	933520	954432	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-001	region001	981125	1002037	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-002	region001	929283	950195	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-003	region001	991540	1012452	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-004	region001	939652	960564	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-005	region001	973852	994764	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-006	region001	960275	981187	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-007	region001	954723	975635	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-008	region001	938627	959539	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-010	region001	990896	1011808	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-011	region001	602545	623457	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-012	region001	907360	928272	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-013	region001	896378	917293	20915	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-014	region001	945672	966584	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-015	region001	906656	927568	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SWT-017	region001	944730	965642	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-001	region001	941332	962244	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-002	region001	923742	944654	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-003	region001	347186	368098	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-004	region001	996758	1017670	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-005	region001	923874	944786	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-006	region001	946672	967584	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-007	region001	934662	955574	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-008	region001	949022	969934	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-009	region001	652523	673435	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-010	region001	952813	973725	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-011	region001	934678	955590	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-014	region001	976429	997341	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-016	region001	984550	1005462	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-017	region001	964313	985225	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-021	region001	934696	955608	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-022	region001	299941	320853	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TUR-023	region001	990465	1011377	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-001	region001	972350	993262	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-002	region001	923467	944379	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-003	region001	958842	979754	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-004	region001	953883	974795	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-005	region001	973414	994326	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-006	region001	977140	998052	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-007	region001	997368	1018280	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-008	region001	955666	976578	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-009	region001	952783	973695	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-010	region001	947761	968673	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-016	region001	944974	965886	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-017	region001	943213	964125	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-018	region001	967142	988054	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-019	region001	955461	976373	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-020	region001	1010768	1031680	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-021	region001	951487	972399	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-022	region001	933571	954483	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-023	region001	937013	957925	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-024	region001	981328	1002240	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-026	region001	953401	974313	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-027	region001	466925	487837	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-028	region001	973024	993936	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-029	region001	450656	471568	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-TWN-030	region001	950852	971764	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-001	region001	953200	974112	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-002	region001	1016944	1037856	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-003	region001	958639	979551	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-004	region001	967793	988705	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-005	region001	900033	920945	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-008	region001	274021	294933	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-009	region001	951229	972141	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-011	region001	1015803	1036715	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-101	region001	945809	966721	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-102	region001	948528	969440	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-104	region001	947858	968770	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-105	region001	959801	980713	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-106	region001	382070	402982	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-115	region001	1357501	1378413	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-116	region001	377842	398754	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-119	region001	378123	399035	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-120	region001	376624	397536	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-123	region001	973240	994152	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-201	region001	1000944	1021856	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-202	region001	963024	983936	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-203	region001	996653	1017565	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-204	region001	754324	775236	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-205	region001	409017	429929	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-206	region001	958814	979726	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-207	region001	897343	918255	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-208	region001	428791	449703	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-301	region001	946661	967573	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-302	region001	918879	939791	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-303	region001	946372	967284	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-304	region001	965202	986114	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-305	region001	943464	964376	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-306	region001	242360	263272	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-311	region001	976711	997623	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-401	region001	886707	907619	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-402	region001	390443	411355	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-403	region001	984606	1005518	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-404	region001	886842	907754	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-405	region001	1355710	1376622	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-406	region001	949910	970822	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-407	region001	379988	400900	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-408	region001	976029	996941	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-409	region001	949555	970467	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-410	region001	378051	398963	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-411	region001	922603	943515	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-412	region001	910478	931390	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-413	region001	945045	965957	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-414	region001	945632	966544	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-415	region001	953908	974820	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-416	region001	1004900	1025812	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
