cluster_id	cluster_length	gcf_id	gcf_representative	nucleotide_representative	fragment_representative	filename
BGC0001428	44682	GCF0001188	BGC0001421	BGC0001423	BGC0001428	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001421	47099	GCF0001188	BGC0001421	BGC0001421	BGC0001421	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000955	33020	GCF0001189	BGC0000955	BGC0000955	BGC0000955	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001415	30288	GCF0001190	BGC0001415	BGC0001415	BGC0001415	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001262	32353	GCF0001191	BGC0000003	BGC0001262	BGC0001262	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000003	37168	GCF0001191	BGC0000003	BGC0000003	BGC0000003	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000563	5339	GCF0001192	BGC0001226	BGC0000563	BGC0000563	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001226	6018	GCF0001192	BGC0001226	BGC0001226	BGC0001226	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000815	25344	GCF0001193	BGC0000815	BGC0000815	BGC0000815	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001190	52960	GCF0001194	BGC0001190	BGC0001190	BGC0001190	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000569	9892	GCF0001195	BGC0001173	BGC0000569	BGC0000569	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001173	9945	GCF0001195	BGC0001173	BGC0001173	BGC0001173	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001170	8486	GCF0001196	BGC0000564	BGC0001170	BGC0001170	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000564	8634	GCF0001196	BGC0000564	BGC0000564	BGC0000564	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000470	14745	GCF0001197	BGC0000469	BGC0000470	BGC0000470	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001157	17167	GCF0001197	BGC0000469	BGC0001157	BGC0001157	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000468	17580	GCF0001197	BGC0000469	BGC0001157	BGC0000468	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000469	17668	GCF0001197	BGC0000469	BGC0000469	BGC0000469	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000436	20735	GCF0001198	BGC0001047	BGC0000436	BGC0000436	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001047	22119	GCF0001198	BGC0001047	BGC0001047	BGC0001047	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001007	23687	GCF0001199	BGC0001006	BGC0001007	BGC0001007	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001006	25045	GCF0001199	BGC0001006	BGC0001006	BGC0001006	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000831	7315	GCF0001200	BGC0000829	BGC0000831	BGC0000831	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000830	8319	GCF0001200	BGC0000829	BGC0000831	BGC0000830	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000829	10094	GCF0001200	BGC0000829	BGC0000829	BGC0000829	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000793	11783	GCF0001201	BGC0000776	BGC0000793	BGC0000793	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000776	11821	GCF0001201	BGC0000776	BGC0000776	BGC0000776	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000656	3801	GCF0001202	BGC0000643	BGC0000656	BGC0000656	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000630	6227	GCF0001202	BGC0000643	BGC0000630	BGC0000630	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000646	6380	GCF0001202	BGC0000643	BGC0000646	BGC0000646	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000638	6918	GCF0001202	BGC0000643	BGC0000638	BGC0000638	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000639	6999	GCF0001202	BGC0000643	BGC0000639	BGC0000639	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000641	8675	GCF0001202	BGC0000643	BGC0000639	BGC0000641	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000640	8814	GCF0001202	BGC0000643	BGC0000640	BGC0000640	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000642	9127	GCF0001202	BGC0000643	BGC0000642	BGC0000642	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000635	10074	GCF0001202	BGC0000643	BGC0000630	BGC0000630	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000643	10197	GCF0001202	BGC0000643	BGC0000643	BGC0000643	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000634	11991	GCF0001202	BGC0000643	BGC0000643	BGC0000634	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000636	14398	GCF0001203	BGC0000636	BGC0000636	BGC0000636	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000644	6312	GCF0001204	BGC0000644	BGC0000644	BGC0000644	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000637	9233	GCF0001205	BGC0000637	BGC0000637	BGC0000637	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000391	14231	GCF0001206	BGC0000391	BGC0000391	BGC0000391	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000312	41205	GCF0001207	BGC0000312	BGC0000312	BGC0000312	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000627	28295	GCF0001208	BGC0000627	BGC0000627	BGC0000627	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001388	6188	GCF0001209	BGC0000624	BGC0000619	BGC0000619	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000619	6935	GCF0001209	BGC0000624	BGC0000619	BGC0000619	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001602	6935	GCF0001209	BGC0000624	BGC0000619	BGC0000619	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000624	7759	GCF0001209	BGC0000624	BGC0000624	BGC0000624	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000522	8350	GCF0001210	BGC0000620	BGC0000522	BGC0000522	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000620	16653	GCF0001210	BGC0000620	BGC0000620	BGC0000620	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000521	12132	GCF0001211	BGC0000521	BGC0000521	BGC0000521	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000539	11740	GCF0001212	BGC0000539	BGC0000539	BGC0000539	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000607	24009	GCF0001213	BGC0000607	BGC0000607	BGC0000607	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000597	10846	GCF0001214	BGC0000595	BGC0000597	BGC0000597	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000595	21771	GCF0001214	BGC0000595	BGC0000595	BGC0000595	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000532	3480	GCF0001215	BGC0000532	BGC0000532	BGC0000532	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000562	278	GCF0001216	BGC0000562	BGC0000562	BGC0000562	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000520	9481	GCF0001217	BGC0000520	BGC0000520	BGC0000520	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000555	11750	GCF0001218	BGC0000555	BGC0000555	BGC0000555	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000507	7358	GCF0001219	BGC0000543	BGC0000507	BGC0000507	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000543	7872	GCF0001219	BGC0000543	BGC0000543	BGC0000543	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000509	15487	GCF0001220	BGC0000509	BGC0000509	BGC0000509	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000510	1110	GCF0001221	BGC0000510	BGC0000510	BGC0000510	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000541	9113	GCF0001222	BGC0000542	BGC0000541	BGC0000541	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000542	9130	GCF0001222	BGC0000542	BGC0000542	BGC0000542	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000497	11249	GCF0001223	BGC0000497	BGC0000497	BGC0000497	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000552	11776	GCF0001223	BGC0000497	BGC0000497	BGC0000552	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000531	9746	GCF0001224	BGC0000531	BGC0000531	BGC0000531	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000533	10050	GCF0001224	BGC0000531	BGC0000531	BGC0000533	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000530	10118	GCF0001224	BGC0000531	BGC0000531	BGC0000530	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000492	300	GCF0001225	BGC0000492	BGC0000492	BGC0000492	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000493	300	GCF0001225	BGC0000492	BGC0000493	BGC0000493	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000039	38231	GCF0001226	BGC0000088	BGC0000039	BGC0000039	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000098	45000	GCF0001226	BGC0000088	BGC0000098	BGC0000098	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000088	55428	GCF0001226	BGC0000088	BGC0000088	BGC0000088	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000018	42960	GCF0001227	BGC0000018	BGC0000018	BGC0000018	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000023	58500	GCF0001228	BGC0000023	BGC0000023	BGC0000023	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000041	14402	GCF0001229	BGC0000041	BGC0000041	BGC0000041	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000044	21257	GCF0001230	BGC0000044	BGC0000044	BGC0000044	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000072	34905	GCF0001231	BGC0000072	BGC0000072	BGC0000072	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000073	107687	GCF0001232	BGC0000073	BGC0000073	BGC0000073	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000174	72988	GCF0001233	BGC0000174	BGC0000174	BGC0000174	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000180	26866	GCF0001234	BGC0000180	BGC0000180	BGC0000180	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000196	9994	GCF0001235	BGC0000196	BGC0000196	BGC0000196	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000280	6033	GCF0001236	BGC0000280	BGC0000280	BGC0000280	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000281	8137	GCF0001236	BGC0000280	BGC0000280	BGC0000280	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000304	63164	GCF0001237	BGC0000304	BGC0000304	BGC0000304	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000307	35683	GCF0001238	BGC0000307	BGC0000307	BGC0000307	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000308	7851	GCF0001239	BGC0000308	BGC0000308	BGC0000308	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000310	48774	GCF0001240	BGC0000310	BGC0000310	BGC0000310	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000320	35864	GCF0001241	BGC0000320	BGC0000320	BGC0000320	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000335	37509	GCF0001242	BGC0000335	BGC0000335	BGC0000335	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000342	10934	GCF0001243	BGC0000342	BGC0000342	BGC0000342	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000347	23813	GCF0001244	BGC0000347	BGC0000347	BGC0000347	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000351	24370	GCF0001245	BGC0000351	BGC0000351	BGC0000351	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000357	18536	GCF0001246	BGC0000357	BGC0000357	BGC0000357	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000367	61352	GCF0001247	BGC0000367	BGC0000367	BGC0000367	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000372	22264	GCF0001248	BGC0000372	BGC0000372	BGC0000372	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000377	30538	GCF0001249	BGC0000377	BGC0000377	BGC0000377	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000384	11260	GCF0001250	BGC0000384	BGC0000384	BGC0000384	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000387	12509	GCF0001251	BGC0000387	BGC0000387	BGC0000387	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000393	47918	GCF0001252	BGC0000393	BGC0000393	BGC0000393	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000426	11658	GCF0001253	BGC0000426	BGC0000426	BGC0000426	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000457	11274	GCF0001254	BGC0000457	BGC0000457	BGC0000457	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000484	6789	GCF0001255	BGC0000484	BGC0000484	BGC0000484	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002586	11905	GCF0001255	BGC0000484	BGC0000484	BGC0002586	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000486	4429	GCF0001256	BGC0000486	BGC0000486	BGC0000486	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000487	12140	GCF0001257	BGC0000487	BGC0000487	BGC0000487	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000488	11388	GCF0001258	BGC0000488	BGC0000488	BGC0000488	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000489	6466	GCF0001259	BGC0000489	BGC0000489	BGC0000489	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000490	3799	GCF0001260	BGC0000490	BGC0000490	BGC0000490	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000500	8863	GCF0001261	BGC0000500	BGC0000500	BGC0000500	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000501	7208	GCF0001262	BGC0000501	BGC0000501	BGC0000501	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000502	16018	GCF0001263	BGC0000502	BGC0000502	BGC0000502	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000504	7500	GCF0001264	BGC0000504	BGC0000504	BGC0000504	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000505	480	GCF0001265	BGC0000505	BGC0000505	BGC0000505	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000513	6203	GCF0001266	BGC0000513	BGC0000513	BGC0000513	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000519	6400	GCF0001267	BGC0000519	BGC0000519	BGC0000519	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000523	15996	GCF0001268	BGC0000523	BGC0000523	BGC0000523	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000525	3837	GCF0001269	BGC0000525	BGC0000525	BGC0000525	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000528	8183	GCF0001270	BGC0000528	BGC0000528	BGC0000528	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000540	11692	GCF0001271	BGC0000540	BGC0000540	BGC0000540	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000548	10610	GCF0001272	BGC0000548	BGC0000548	BGC0000548	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000558	5203	GCF0001273	BGC0000558	BGC0000558	BGC0000558	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000560	11100	GCF0001274	BGC0000560	BGC0000560	BGC0000560	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000566	8290	GCF0001275	BGC0000566	BGC0000566	BGC0000566	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000567	7142	GCF0001276	BGC0000567	BGC0000567	BGC0000567	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000568	5145	GCF0001277	BGC0000568	BGC0000568	BGC0000568	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000570	3527	GCF0001278	BGC0000570	BGC0000570	BGC0000570	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000571	4574	GCF0001279	BGC0000571	BGC0000571	BGC0000571	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000572	4516	GCF0001280	BGC0000572	BGC0000572	BGC0000572	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000573	9053	GCF0001281	BGC0000573	BGC0000573	BGC0000573	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000574	6137	GCF0001282	BGC0000574	BGC0000574	BGC0000574	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000575	5596	GCF0001283	BGC0000575	BGC0000575	BGC0000575	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000576	7956	GCF0001284	BGC0000576	BGC0000576	BGC0000576	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000577	8513	GCF0001285	BGC0000577	BGC0000577	BGC0000577	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
